id,text,timestamp,replyCount,retweetCount,likeCount,quoteCount,viewCount
1558814474873831424,,,,,,,None
1558750601948848129,,,,,,,None
1558559254159806469,,,,,,,None
1558490326431580161,,,,,,,None
1558419583782232064,,,,,,,None
1558412454610276352,,,,,,,None
1558241249777287170,,,,,,,None
1558240886558965761,,,,,,,None
1558018910460444672,,,,,,,None
1557997112054484993,,,,,,,None
1557742420070367233,,,,,,,None
1557651758553485314,,,,,,,None
1557492691428151296,,,,,,,None
1557347937449041920,,,,,,,None
1557090020984504322,,,,,,,None
1557084037067448322,,,,,,,None
1557018274147205121,,,,,,,None
1556965082772430850,,,,,,,None
1556645772640280578,,,,,,,None
1556547565369319424,,,,,,,None
1556311844893200384,,,,,,,None
1556282663702609920,,,,,,,None
1556249679112933377,,,,,,,None
1555876403282862080,,,,,,,None
1555712480684523521,,,,,,,None
1555572311281090560,,,,,,,None
1555213261674631168,,,,,,,None
1554769145534857216,,,,,,,None
1554440285358362624,,,,,,,None
1554381824939692035,,,,,,,None
1554230053440987138,,,,,,,None
1554102741882081280,,,,,,,None
1553752319275180032,,,,,,,None
1553728145479589888,,,,,,,None
1553337436725342208,,,,,,,None
1552763602330963968,,,,,,,None
1552639665521442816,,,,,,,None
1552627592083161088,,,,,,,None
1552570425288392704,,,,,,,None
1552569056615702528,,,,,,,None
1552292088586403840,,,,,,,None
1552060238299385856,,,,,,,None
1552056767894413312,,,,,,,None
1551960072997191680,,,,,,,None
1551860950227091457,,,,,,,None
1551551996682977280,,,,,,,None
1551538856553582592,,,,,,,None
1551348920328114176,,,,,,,None
1551336295909265411,,,,,,,None
1551250215524601859,,,,,,,None
1551243542860791814,,,,,,,None
1551225192759934981,,,,,,,None
1551191525891137539,,,,,,,None
1550936375024926721,,,,,,,None
1550900055296573452,,,,,,,None
1550130397496741889,,,,,,,None
1549161856899682305,,,,,,,None
1549128067590885379,,,,,,,None
1549081311964323840,,,,,,,None
1549020027751436289,,,,,,,None
1548993301948268548,,,,,,,None
1548992486198185984,,,,,,,None
1548978064306176001,,,,,,,None
1548975072270028800,,,,,,,None
1548504373256339456,,,,,,,None
1548352726320308224,,,,,,,None
1548228528633626624,,,,,,,None
1547295986627842054,,,,,,,None
1546510183626670081,,,,,,,None
1546473334371663872,,,,,,,None
1546437209552822278,,,,,,,None
1546429649735094273,,,,,,,None
1546342012831649792,,,,,,,None
1546216684477943809,,,,,,,None
1546140624876871680,,,,,,,None
1546062310548148224,,,,,,,None
1545855467884265473,,,,,,,None
1545849609330769923,,,,,,,None
1545845570912370694,,,,,,,None
1545124702309568513,,,,,,,None
1545078322446712841,,,,,,,None
1544995830851158020,,,,,,,None
1544981158508859392,,,,,,,None
1544756257323503616,,,,,,,None
1544697812272779272,,,,,,,None
1544652646665146369,,,,,,,None
1544389833753346051,,,,,,,None
1544288641337462785,,,,,,,None
1544050567579844611,,,,,,,None
1543653959256227844,,,,,,,None
1543593164254183426,,,,,,,None
1543526211250315266,,,,,,,None
1543187041231446017,,,,,,,None
1543179382486876162,,,,,,,None
1543170108217892864,,,,,,,None
1542801975355625476,,,,,,,None
1542604065510670342,,,,,,,None
1542545834935521280,,,,,,,None
1542527273508556800,,,,,,,None
1542522018771263492,,,,,,,None
1542425257293774850,,,,,,,None
1542281494571491329,,,,,,,None
1542269783323942915,,,,,,,None
1542144697300385793,,,,,,,None
1541894169727324160,,,,,,,None
1541843669266964482,,,,,,,None
1541730506353655808,,,,,,,None
1541705295109423104,,,,,,,None
1541538056427245571,,,,,,,None
1541519398787227652,,,,,,,None
1541488506295443456,,,,,,,None
1541174046657855492,,,,,,,None
1541043562242101248,,,,,,,None
1540946373763338241,,,,,,,None
1540689450849558530,,,,,,,None
1540670754190237697,,,,,,,None
1540400941245108230,,,,,,,None
1540299273912389633,,,,,,,None
1540014686384623617,,,,,,,None
1539731854772670464,,,,,,,None
1539720924433457152,,,,,,,None
1539649268549656577,,,,,,,None
1539609327664865282,,,,,,,None
1539306463499210757,,,,,,,None
1539031515795013632,,,,,,,None
1539000152828088320,,,,,,,None
1538822723924795393,,,,,,,None
1538619538610216962,,,,,,,None
1538612597703991296,,,,,,,None
1538572138621304832,,,,,,,None
1538511087238365186,,,,,,,None
1538245621102133248,,,,,,,None
1538216798591631361,,,,,,,None
1538181874463416320,,,,,,,None
1537923400764563456,,,,,,,None
1537736360748007426,,,,,,,None
1537693069264527361,,,,,,,None
1537573357696208898,,,,,,,None
1536862923225710592,,,,,,,None
1536829245242097664,,,,,,,None
1536780740372865025,,,,,,,None
1536680117753331712,,,,,,,None
1536435409760264193,,,,,,,None
1536414682617200642,,,,,,,None
1536369700753768454,,,,,,,None
1536306423541469185,,,,,,,None
1536282160478490624,,,,,,,None
1536130645788962817,,,,,,,None
1536104867269382149,,,,,,,None
1536034729199386624,,,,,,,None
1535902720451915776,,,,,,,None
1535900973473873920,,,,,,,None
1535756878399127553,,,,,,,None
1535706899492048899,,,,,,,None
1535706390144106496,,,,,,,None
1535347923713773569,,,,,,,None
1535151751707471872,,,,,,,None
1534874914007699456,,,,,,,None
1534811002717577216,,,,,,,None
1534234883375214595,,,,,,,None
1534191830266433537,,,,,,,None
1533863301150564353,,,,,,,None
1533829872572825605,,,,,,,None
1533775957294718977,,,,,,,None
1533621331752886273,,,,,,,None
1533492314353676288,,,,,,,None
1533439430370926593,,,,,,,None
1533010218208137216,,,,,,,None
1532866175939620867,,,,,,,None
1532802474582626304,,,,,,,None
1532346380584370177,,,,,,,None
1532291426557603840,,,,,,,None
1532149449866326018,,,,,,,None
1531574034890166272,,,,,,,None
1531554595436171264,,,,,,,None
1531542041880035330,,,,,,,None
1531542033923461120,,,,,,,None
1530998959870705667,,,,,,,None
1530540416407306244,,,,,,,None
1530020183372402688,,,,,,,None
1529782376297111554,,,,,,,None
1529426933070540800,,,,,,,None
1529053057711067136,,,,,,,None
1529014314878783488,,,,,,,None
1528750128701575168,,,,,,,None
1528706933636603904,,,,,,,None
1528469086149255168,,,,,,,None
1527947189380689920,,,,,,,None
1527651141877747714,,,,,,,None
1527364714258345984,,,,,,,None
1527337912265629708,,,,,,,None
1527199942615392262,,,,,,,None
1526896221448699905,,,,,,,None
1526485453637046272,,,,,,,None
1526149278925828101,,,,,,,None
1526123523772755968,,,,,,,None
1526021540344745984,,,,,,,None
1525895052706385921,,,,,,,None
1525866551760629765,,,,,,,None
1525551291577122817,,,,,,,None
1525546487186345986,,,,,,,None
1525423642292768770,,,,,,,None
1524993453356208128,,,,,,,None
1524733762948550656,,,,,,,None
1524413978063085570,,,,,,,None
1524367128865955841,,,,,,,None
1524108665111859200,,,,,,,None
1524026483974578179,,,,,,,None
1523748684219006976,,,,,,,None
1523381093139095552,,,,,,,None
1523301639213395968,,,,,,,None
1523277164518334465,,,,,,,None
1523069031133028352,,,,,,,None
1522973740245659649,,,,,,,None
1522253769660153860,,,,,,,None
1521863577832988672,,,,,,,None
1521565324809748482,,,,,,,None
1521528947611250688,,,,,,,None
1521165314540646400,,,,,,,None
1521123343528771589,,,,,,,None
1521019301855170563,,,,,,,None
1520991843479130112,,,,,,,None
1520756297800593408,,,,,,,None
1520468175070105600,,,,,,,None
1519667259257544704,,,,,,,None
1519632910143434754,,,,,,,None
1519242636430913536,,,,,,,None
1519050865604239361,,,,,,,None
1519043877642149888,,,,,,,None
1518664320107925504,,,,,,,None
1518649059388661761,,,,,,,None
1518616863034552321,,,,,,,None
1518564931980992512,,,,,,,None
1518243189508956160,,,,,,,None
1518186736958029825,,,,,,,None
1517806622554398720,,,,,,,None
1517513794951467012,,,,,,,None
1517265293118259203,,,,,,,None
1517252385680330752,,,,,,,None
1517219271411183618,,,,,,,None
1517195826342338560,,,,,,,None
1517170029351030785,,,,,,,None
1517148173327732738,,,,,,,None
1517146815870631936,,,,,,,None
1517116656413290501,,,,,,,None
1516899179309801472,,,,,,,None
1516805464570445832,,,,,,,None
1516677619894427651,,,,,,,None
1516554086325358598,,,,,,,None
1516531845483139075,,,,,,,None
1516342751561932803,,,,,,,None
1516175033714065412,,,,,,,None
1515977876331450369,,,,,,,None
1515796658939965447,,,,,,,None
1515763052263706624,,,,,,,None
1515657845810909185,,,,,,,None
1515625778746175490,,,,,,,None
1515617351483498498,,,,,,,None
1515603674080362498,,,,,,,None
1515357151715278854,,,,,,,None
1515334887481479169,,,,,,,None
1515263654563917837,,,,,,,None
1515206297603477508,,,,,,,None
1514965661331644430,,,,,,,None
1514881594271711235,,,,,,,None
1514355484014297089,,,,,,,None
1514248724012318723,,,,,,,None
1514027338018742273,,,,,,,None
1513652654664265729,,,,,,,None
1513646449887793160,,,,,,,None
1513494044630036480,,,,,,,None
1513101836038909953,,,,,,,None
1513101545855983623,,,,,,,None
1512945587519373312,,,,,,,None
1512854753117720584,,,,,,,None
1512728282554417157,,,,,,,None
1512339220240732160,,,,,,,None
1512308317712003074,,,,,,,None
1512141614294183937,,,,,,,None
1511419397818232832,,,,,,,None
1511326339290304515,,,,,,,None
1510939583999102978,,,,,,,None
1510912124247285765,,,,,,,None
1510638286313766913,,,,,,,None
1510597811859042313,,,,,,,None
1509844986715590660,,,,,,,None
1509482275133661187,,,,,,,None
1509449495641305091,,,,,,,None
1509413142052360195,,,,,,,None
1508872155806711818,,,,,,,None
1508729453538598922,,,,,,,None
1508707303289151489,,,,,,,None
1508056681665777671,,,,,,,None
1508053038203916296,,,,,,,None
1508052727900819464,,,,,,,None
1508023005858996224,,,,,,,None
1508008486520737795,,,,,,,None
1507763966856073226,,,,,,,None
1507702806219792387,,,,,,,None
1507644910912028673,,,,,,,None
1507509470309621763,,,,,,,None
1507274317981171714,,,,,,,None
1507159415551578121,,,,,,,None
1506935570672586757,,,,,,,None
1506638496013946890,,,,,,,None
1506414852906041347,,,,,,,None
1506031437543264259,,,,,,,None
1506004573630210064,,,,,,,None
1505847441584705540,,,,,,,None
1505700818200186885,,,,,,,None
1505620101638283266,,,,,,,None
1505590778541838336,,,,,,,None
1505570013851361284,,,,,,,None
1505511475745542144,,,,,,,None
1505474350731997186,,,,,,,None
1505210561822396421,,,,,,,None
1505061485369864193,,,,,,,None
1504893051180929025,,,,,,,None
1504868802315661317,,,,,,,None
1504255804723056643,,,,,,,None
1504142428764348422,,,,,,,None
1503796540040695810,,,,,,,None
1503770874608033797,,,,,,,None
1503652562788139009,,,,,,,None
1503602919815454722,,,,,,,None
1503487781825351683,,,,,,,None
1503340396763660289,,,,,,,None
1503304162926374912,,,,,,,None
1503288393433759747,,,,,,,None
1503080777034215432,,,,,,,None
1503067678453473284,,,,,,,None
1502393763276144642,,,,,,,None
1501960082782834690,,,,,,,None
1501882562985222145,,,,,,,None
1501831444028604424,,,,,,,None
1501665927007457285,,,,,,,None
1501525159404097542,,,,,,,None
1501476961843089408,,,,,,,None
1501302864358084613,,,,,,,None
1500925936388259847,,,,,,,None
1500823744238993410,,,,,,,None
1499793378862587908,,,,,,,None
1499489940090015757,,,,,,,None
1499436855074373637,,,,,,,None
1499375503333105672,,,,,,,None
1498938754358202368,,,,,,,None
1498356454008492032,,,,,,,None
1498275615392346117,,,,,,,None
1498274334686777345,,,,,,,None
1498264823812997127,,,,,,,None
1498241250813743105,,,,,,,None
1498008642880167936,,,,,,,None
1497196233517064193,,,,,,,None
1497128567188119583,,,,,,,None
1497090071232663552,,,,,,,None
1496626454976684041,,,,,,,None
1496490377318129664,,,,,,,None
1496451603196485636,,,,,,,None
1496121358237028356,,,,,,,None
1495799987099348993,,,,,,,None
1495775801761013760,,,,,,,None
1495098892735717378,,,,,,,None
1495083138900500484,,,,,,,None
1494686304885526530,,,,,,,None
1494663388391256064,,,,,,,None
1494657777058340864,,,,,,,None
1494656968413392899,,,,,,,None
1494656194467749890,,,,,,,None
1493872277615947779,,,,,,,None
1493271487670800394,,,,,,,None
1492700978386284546,,,,,,,None
1492648948095504386,,,,,,,None
1492469448825049090,,,,,,,None
1492192300260282373,,,,,,,None
1492145994053607425,,,,,,,None
1491344349837336580,,,,,,,None
1490757450672263168,,,,,,,None
1490700750925742089,,,,,,,None
1490662266081005571,,,,,,,None
1490625705402683393,,,,,,,None
1490462774136348672,,,,,,,None
1490409781584138245,,,,,,,None
1490387202941063174,,,,,,,None
1490291918038786058,,,,,,,None
1490258268924616708,,,,,,,None
1490170377649242115,,,,,,,None
1490121320536981504,,,,,,,None
1489734065762754560,,,,,,,None
1489668907564740609,,,,,,,None
1489619232258240516,,,,,,,None
1489612912289325059,,,,,,,None
1489532522300157953,,,,,,,None
1488841146436620289,,,,,,,None
1488572134771286028,,,,,,,None
1488529730261377029,,,,,,,None
1488524957852254214,,,,,,,None
1488426257402540032,,,,,,,None
1488292108637294595,,,,,,,None
1488224453079224320,,,,,,,None
1488116961917771777,,,,,,,None
1488072366504693762,,,,,,,None
1488060126338629634,,,,,,,None
1487798936370823170,,,,,,,None
1487715802182729732,,,,,,,None
1487709492561199105,,,,,,,None
1487153223534264320,,,,,,,None
1486865419667488771,,,,,,,None
1486074697250975744,,,,,,,None
1485963893495283713,,,,,,,None
1485900902590472192,,,,,,,None
1485338543761371140,,,,,,,None
1484933624269058056,,,,,,,None
1484933455305756679,,,,,,,None
1484622468514037765,,,,,,,None
