id,text,timestamp,replyCount,retweetCount,likeCount,quoteCount,viewCount
1484322537488015369,,,,,,,None
1484244846462312452,,,,,,,None
1483588700495912961,,,,,,,None
1483380930966396933,,,,,,,None
1483096414351671310,,,,,,,None
1483038585674739721,,,,,,,None
1482821347327758338,,,,,,,None
1482772290068701187,,,,,,,None
1482712766679076864,,,,,,,None
1482678443884134402,,,,,,,None
1482512898291388419,,,,,,,None
1482465199236034569,,,,,,,None
1482374076203216900,,,,,,,None
1482010448698425346,,,,,,,None
1481963211402403840,,,,,,,None
1481686046559682572,,,,,,,None
1481662208648138757,,,,,,,None
1481609542618296320,,,,,,,None
1481342101833097222,,,,,,,None
1480708269563944963,,,,,,,None
1480705727303925763,,,,,,,None
1480703007390060544,,,,,,,None
1480651547541393416,,,,,,,None
1480152851104116736,,,,,,,None
1479410423321538563,,,,,,,None
1479226545650737160,,,,,,,None
1479206612787249161,,,,,,,None
1479001455331876866,,,,,,,None
1478788767481749504,,,,,,,None
1478713194961063938,,,,,,,None
1478410274138898437,,,,,,,None
1478326385303293953,,,,,,,None
1478249870632837124,,,,,,,None
1478051429462024194,,,,,,,None
1478050355380428801,,,,,,,None
1478047695071760384,,,,,,,None
1477992778982477824,,,,,,,None
1477971994243182594,,,,,,,None
1477745583997788169,,,,,,,None
1476948830629343239,,,,,,,None
1476914828493168682,,,,,,,None
1476698503409766401,,,,,,,None
1476526145256538112,,,,,,,None
1475995598876774402,,,,,,,None
1475974104935280640,,,,,,,None
1475925489424416772,,,,,,,None
1475545037702377475,,,,,,,None
1475532598109687809,,,,,,,None
1475285153287409666,,,,,,,None
1474697792899764231,,,,,,,None
1474119044513030149,,,,,,,None
1473767637234683905,,,,,,,None
1473762215471763456,,,,,,,None
1473629111704817675,,,,,,,None
1473074473033244672,,,,,,,None
1473051855542530058,,,,,,,None
1473010786549313543,,,,,,,None
1472931657191723013,,,,,,,None
1472556568587780101,,,,,,,None
1471227288234733568,,,,,,,None
1471218478380195840,,,,,,,None
1470552754104021000,,,,,,,None
1470365333202604036,,,,,,,None
1470301866957361155,,,,,,,None
1470115596553662468,,,,,,,None
1470044965137002502,,,,,,,None
1469822504290115587,,,,,,,None
1469780191862005764,,,,,,,None
1469753479233257475,,,,,,,None
1469411414175625224,,,,,,,None
1469076767457619971,,,,,,,None
1468868337367195651,,,,,,,None
1468724236806238208,,,,,,,None
1468602103274868751,,,,,,,None
1468505334172069892,,,,,,,None
1468353257139544067,,,,,,,None
1468330428977270785,,,,,,,None
1468178402905575432,,,,,,,None
1468132401910067204,,,,,,,None
1467874631189250053,,,,,,,None
1467573933096456193,,,,,,,None
1467126679005016075,,,,,,,None
1467125730463174657,,,,,,,None
1466698804749651971,,,,,,,None
1466485216063721474,,,,,,,None
1466346122377674755,,,,,,,None
1465801114348146695,,,,,,,None
1465408597173706753,,,,,,,None
1465292067903574017,,,,,,,None
1465288792907173894,,,,,,,None
1464620368702984195,,,,,,,None
1464256696138743808,,,,,,,None
1463548143082082317,,,,,,,None
1463123261466812433,,,,,,,None
1463076435522998275,,,,,,,None
1462952970228842496,,,,,,,None
1462803158116282372,,,,,,,None
1462715812670849030,,,,,,,None
1462714536746786821,,,,,,,None
1462484371542261760,,,,,,,None
1462415676023451655,,,,,,,None
1462409160889405447,,,,,,,None
1462048687597801475,,,,,,,None
1461913122260795392,,,,,,,None
1461453140755103749,,,,,,,None
1461123193381572629,,,,,,,None
1461103752132407298,,,,,,,None
1460916152117436419,,,,,,,None
1460653481245696016,,,,,,,None
1460598860649320451,,,,,,,None
1460561135694921735,,,,,,,None
1460300538516578313,,,,,,,None
1460289141099442182,,,,,,,None
1460209357912686593,,,,,,,None
1459974564658782217,,,,,,,None
1459902716633886723,,,,,,,None
1459826598685945856,,,,,,,None
1459436261605793794,,,,,,,None
1458897756311982087,,,,,,,None
1458562065610706944,,,,,,,None
1458400764834029572,,,,,,,None
1458150004896436224,,,,,,,None
1457986140015841284,,,,,,,None
1457977888196763652,,,,,,,None
1457854382423281667,,,,,,,None
1457453968515293188,,,,,,,None
1457447303237750786,,,,,,,None
1457359322548162564,,,,,,,None
1457305667459559428,,,,,,,None
1457128195120058369,,,,,,,None
1457015180290924547,,,,,,,None
1456664066584424457,,,,,,,None
1456355974629965830,,,,,,,None
